Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,294.05999755859375,294.5799865722656,291.0,291.489990234375,289.0353698730469,2103600
2020-01-03,290.04998779296875,292.8999938964844,289.3299865722656,291.7300109863281,289.2733459472656,1926000
2020-01-06,290.54998779296875,292.07000732421875,288.6199951171875,291.80999755859375,289.3526306152344,2655100
2020-01-07,291.32000732421875,291.69000244140625,289.2799987792969,291.3500061035156,288.89654541015625,1963400
2020-01-08,290.989990234375,295.4800109863281,290.5,294.69000244140625,292.20843505859375,2492800
2020-01-09,298.54998779296875,301.9599914550781,297.7099914550781,299.4200134277344,296.8985900878906,3261200
2020-01-10,300.0,300.2699890136719,296.6600036621094,297.239990234375,294.7369384765625,2024200
2020-01-13,296.9200134277344,300.6499938964844,296.79998779296875,299.8699951171875,297.3448181152344,1778600
2020-01-14,299.25,301.0,298.5799865722656,299.75,297.22576904296875,1459900
2020-01-15,298.3500061035156,301.0400085449219,298.0400085449219,300.82000732421875,298.2867736816406,1604000
2020-01-16,301.3900146484375,304.05999755859375,300.9800109863281,303.0299987792969,300.47821044921875,1758600
2020-01-17,303.3999938964844,305.29998779296875,303.0299987792969,304.67999267578125,302.1142883300781,2506500
2020-01-21,306.20001220703125,313.3399963378906,305.760009765625,313.260009765625,310.6220397949219,3585900
2020-01-22,313.3999938964844,313.55999755859375,310.2099914550781,311.8900146484375,309.2635803222656,2218900
2020-01-23,312.0199890136719,313.3999938964844,310.7300109863281,312.8800048828125,310.2452697753906,1535900
2020-01-24,314.0199890136719,314.2799987792969,309.1000061035156,310.510009765625,307.8952331542969,1986100
2020-01-27,306.1499938964844,311.7699890136719,305.6499938964844,309.45001220703125,306.8441162109375,2265100
2020-01-28,310.510009765625,311.7099914550781,309.1000061035156,310.8500061035156,308.2323303222656,1571700
2020-01-29,310.8599853515625,311.9700012207031,309.3900146484375,309.5799865722656,306.9730224609375,1713700
2020-01-30,308.8399963378906,309.6400146484375,306.6700134277344,309.4700012207031,306.86395263671875,1232600
2020-01-31,308.54998779296875,309.17999267578125,304.55999755859375,305.5199890136719,302.94720458984375,1837000
2020-02-03,307.0,308.5799865722656,301.6700134277344,302.0,299.45684814453125,2817500
2020-02-04,304.57000732421875,305.9100036621094,302.760009765625,304.8999938964844,302.3324279785156,1982300
2020-02-05,307.0,309.5899963378906,305.3999938964844,308.95001220703125,306.3483581542969,1731800
2020-02-06,309.3500061035156,311.8399963378906,307.8500061035156,310.6099853515625,308.6437072753906,1917900
2020-02-07,310.0,313.80999755859375,309.1199951171875,313.6300048828125,311.64459228515625,1903500
2020-02-10,313.760009765625,316.94000244140625,312.6000061035156,313.7900085449219,311.8035583496094,2336300
2020-02-11,314.0299987792969,314.42999267578125,310.4700012207031,310.67999267578125,308.7132568359375,2047500
2020-02-12,310.7699890136719,315.4800109863281,310.7699890136719,315.1199951171875,313.1251525878906,1384600
2020-02-13,314.8500061035156,318.7900085449219,313.5400085449219,318.20001220703125,316.1856689453125,1438000
2020-02-14,318.8699951171875,319.80999755859375,316.95001220703125,318.30999755859375,316.2949523925781,1113400
2020-02-18,319.0,323.4800109863281,318.6099853515625,322.04998779296875,320.01129150390625,1547100
2020-02-19,322.0799865722656,324.5299987792969,321.7300109863281,323.0199890136719,320.97515869140625,1413600
2020-02-20,322.32000732421875,325.07000732421875,321.010009765625,324.0799865722656,322.0284423828125,1427500
2020-02-21,322.55999755859375,325.260009765625,321.0299987792969,321.95001220703125,319.9119567871094,2239000
2020-02-24,315.5,320.0,313.260009765625,313.6199951171875,311.6346435546875,2300400
2020-02-25,315.0,316.57000732421875,304.3999938964844,304.8699951171875,302.9400634765625,2881800
2020-02-26,307.54998779296875,311.29998779296875,304.67999267578125,305.69000244140625,303.7548828125,2236000
2020-02-27,301.9800109863281,305.0,293.0,293.1300048828125,291.2743835449219,3625300
2020-02-28,285.25,287.3299865722656,271.2799987792969,281.1400146484375,279.3602600097656,7096600
2020-03-02,294.44000244140625,309.510009765625,291.3800048828125,309.1400146484375,307.18304443359375,7563800
2020-03-03,309.1400146484375,314.1700134277344,301.0299987792969,302.7300109863281,300.8136291503906,5131400
2020-03-04,308.2900085449219,320.9700012207031,305.0199890136719,320.739990234375,318.7095947265625,4219300
2020-03-05,315.7699890136719,324.510009765625,313.20001220703125,315.760009765625,313.7611389160156,6407700
2020-03-06,312.1400146484375,317.489990234375,302.75,311.3399963378906,309.3690490722656,6185500
2020-03-09,295.8500061035156,310.3299865722656,293.0,301.9800109863281,300.068359375,5203100
2020-03-10,307.9700012207031,309.7300109863281,294.4200134277344,309.3999938964844,307.4413757324219,4245500
2020-03-11,300.8599853515625,307.7900085449219,294.19000244140625,297.42999267578125,295.5471496582031,3622700
2020-03-12,280.44000244140625,295.6300048828125,276.3399963378906,279.8500061035156,278.0784606933594,7307600
2020-03-13,288.8299865722656,303.25,278.2699890136719,302.2699890136719,300.3564758300781,6100100
2020-03-16,281.8299865722656,299.5299987792969,279.510009765625,283.17999267578125,281.3873291015625,5465500
2020-03-17,289.0,307.19000244140625,286.29998779296875,306.989990234375,305.046630859375,7170600
2020-03-18,298.0,318.0,296.0,307.5,305.55340576171875,6701800
2020-03-19,310.4100036621094,313.8500061035156,302.6300048828125,305.2200012207031,303.287841796875,5429500
2020-03-20,307.9200134277344,308.010009765625,287.0199890136719,290.4200134277344,288.58154296875,6581200
2020-03-23,292.010009765625,295.6700134277344,278.4200134277344,285.5299987792969,283.72247314453125,5646400
2020-03-24,294.5899963378906,297.3500061035156,282.8299865722656,284.94000244140625,283.13623046875,7124200
2020-03-25,284.2099914550781,290.7200012207031,279.2099914550781,280.8599853515625,279.08203125,5639600
2020-03-26,281.3399963378906,293.7300109863281,280.8599853515625,292.29998779296875,290.4496154785156,5463100
2020-03-27,287.1300048828125,293.489990234375,283.3299865722656,284.3299865722656,282.5300598144531,4250400
2020-03-30,287.489990234375,291.67999267578125,285.8399963378906,291.1199951171875,289.277099609375,4396000
2020-03-31,287.4200134277344,291.5199890136719,284.0,285.1300048828125,283.32501220703125,5618600
2020-04-01,282.3599853515625,288.79998779296875,280.8999938964844,286.7799987792969,284.96453857421875,3745800
2020-04-02,284.3800048828125,292.7799987792969,282.82000732421875,291.4800109863281,289.6348571777344,3500600
2020-04-03,289.1600036621094,292.3399963378906,285.79998779296875,288.6499938964844,286.82269287109375,2650100
2020-04-06,293.0,305.489990234375,289.57000732421875,305.1199951171875,303.1884460449219,5272500
2020-04-07,306.5,310.0,303.2200012207031,303.6300048828125,301.7079162597656,4036500
2020-04-08,305.1099853515625,307.4200134277344,302.2799987792969,305.9700012207031,304.0330810546875,3964400
2020-04-09,299.45001220703125,304.3500061035156,297.5799865722656,300.010009765625,298.1108093261719,6492700
2020-04-13,298.5799865722656,303.95001220703125,297.6600036621094,299.6199951171875,297.7232666015625,3120400
2020-04-14,302.75,314.75,301.25,314.1400146484375,312.1513671875,4288300
2020-04-15,311.6400146484375,313.75,306.82000732421875,310.2699890136719,308.3058776855469,2937300
2020-04-16,314.7300109863281,322.6300048828125,312.0400085449219,321.55999755859375,319.5243835449219,3940000
2020-04-17,321.30999755859375,322.1300048828125,314.0199890136719,317.9200134277344,315.907470703125,3688000
2020-04-20,317.95001220703125,318.3800048828125,311.5299987792969,312.0799865722656,310.1043701171875,3156300
2020-04-21,311.1400146484375,311.8900146484375,299.3500061035156,301.3299865722656,299.4224548339844,3833000
2020-04-22,304.0,311.1300048828125,302.0400085449219,309.4200134277344,307.46124267578125,2971200
2020-04-23,307.0299987792969,309.6400146484375,304.7900085449219,305.3999938964844,303.4666748046875,2625200
2020-04-24,307.3299865722656,310.8299865722656,305.510009765625,310.54998779296875,308.5840759277344,2020600
2020-04-27,313.04998779296875,313.2900085449219,307.5899963378906,308.7799987792969,306.8252868652344,2287300
2020-04-28,310.8299865722656,311.2699890136719,304.2799987792969,304.95001220703125,303.0195617675781,2425900
2020-04-29,304.95001220703125,308.67999267578125,301.1199951171875,307.0899963378906,305.1460266113281,3667700
2020-04-30,306.1499938964844,307.8999938964844,302.57000732421875,303.0,301.769775390625,3794300
2020-05-01,301.7799987792969,304.82000732421875,300.17999267578125,301.9200134277344,300.69415283203125,2525400
2020-05-04,303.0,305.5299987792969,300.07000732421875,304.489990234375,303.2536926269531,2477500
2020-05-05,305.05999755859375,309.79998779296875,303.44000244140625,307.9200134277344,306.6697692871094,2460900
2020-05-06,309.9200134277344,311.0400085449219,306.5400085449219,308.8900146484375,307.6358337402344,2406700
2020-05-07,309.3399963378906,309.8699951171875,304.5299987792969,305.0,303.7616271972656,2601800
2020-05-08,305.8999938964844,307.17999267578125,303.70001220703125,305.94000244140625,304.69781494140625,2339300
2020-05-11,305.6400146484375,311.8299865722656,305.0,310.3299865722656,309.0699768066406,1865900
2020-05-12,310.8399963378906,311.54998779296875,304.7900085449219,304.8399963378906,303.602294921875,2264900
2020-05-13,304.8399963378906,306.3999938964844,300.1199951171875,302.1400146484375,300.91326904296875,2954900
2020-05-14,301.010009765625,302.8800048828125,294.5400085449219,299.739990234375,298.5229797363281,3718900
2020-05-15,299.07000732421875,299.8299865722656,295.8599853515625,299.2099914550781,297.9951477050781,4577200
2020-05-18,301.7200012207031,303.19000244140625,299.9200134277344,302.760009765625,301.53076171875,3989600
2020-05-19,304.6199951171875,309.0199890136719,303.1499938964844,304.6300048828125,303.39312744140625,3523000
2020-05-20,306.7699890136719,307.9200134277344,303.20001220703125,304.9100036621094,303.6720275878906,2827000
2020-05-21,304.7900085449219,305.0400085449219,301.25,301.9700012207031,300.7439270019531,2492100
2020-05-22,302.010009765625,303.94000244140625,300.8299865722656,302.42999267578125,301.2020568847656,2366400
2020-05-26,306.010009765625,306.8999938964844,303.5299987792969,304.79998779296875,303.56243896484375,3234600
2020-05-27,304.55999755859375,306.30999755859375,299.4700012207031,306.010009765625,304.7675476074219,2980200
2020-05-28,307.25,311.0,306.8999938964844,309.55999755859375,308.3031005859375,4301900
2020-05-29,304.20001220703125,308.8800048828125,302.3500061035156,308.4700012207031,307.2175598144531,4986800
2020-06-01,307.8999938964844,309.739990234375,306.4599914550781,308.2900085449219,307.0382995605469,2293700
2020-06-02,307.95001220703125,309.0199890136719,304.7200012207031,307.0899963378906,305.8431701660156,2528900
2020-06-03,307.5,308.20001220703125,305.9200134277344,306.6400146484375,305.3949890136719,2165900
2020-06-04,310.8500061035156,315.3500061035156,309.0899963378906,310.75,309.48828125,4553900
2020-06-05,313.1300048828125,313.6300048828125,307.2900085449219,312.0400085449219,310.7730407714844,4375600
2020-06-08,310.6600036621094,311.2900085449219,306.4599914550781,307.19000244140625,305.9427490234375,3764500
2020-06-09,307.5,308.6000061035156,305.1700134277344,305.54998779296875,304.30938720703125,3155800
2020-06-10,306.4800109863281,308.6300048828125,305.6499938964844,307.3299865722656,306.0821533203125,2713700
2020-06-11,306.989990234375,309.20001220703125,300.6400146484375,300.8299865722656,299.6085510253906,3443000
2020-06-12,302.6700134277344,305.1499938964844,296.25,298.70001220703125,297.48724365234375,4019100
2020-06-15,297.04998779296875,298.07000732421875,293.8399963378906,297.17999267578125,295.9733581542969,3266800
2020-06-16,301.3500061035156,302.739990234375,299.2200012207031,301.3599853515625,300.13641357421875,2633800
2020-06-17,301.0199890136719,302.0,298.8999938964844,299.6099853515625,298.3935241699219,2182400
2020-06-18,300.0,300.80999755859375,297.7900085449219,299.57000732421875,298.35369873046875,1881800
2020-06-19,300.17999267578125,301.8999938964844,298.6400146484375,299.8999938964844,298.68231201171875,3438000
2020-06-22,299.70001220703125,301.4800109863281,298.25,300.45001220703125,299.2301330566406,2094400
2020-06-23,301.7300109863281,304.8999938964844,300.7300109863281,301.2900085449219,300.06671142578125,2409600
2020-06-24,300.7699890136719,301.2799987792969,296.6000061035156,298.0199890136719,296.8099670410156,2398100
2020-06-25,297.05999755859375,301.1499938964844,295.3999938964844,300.5299987792969,299.3097839355469,2274300
2020-06-26,300.4100036621094,302.1199951171875,295.95001220703125,296.55999755859375,295.35589599609375,2866000
2020-06-29,297.44000244140625,301.6300048828125,296.8299865722656,301.5899963378906,300.365478515625,1841700
2020-06-30,301.010009765625,304.6199951171875,300.1400146484375,303.2099914550781,301.9788818359375,2391700
2020-07-01,302.5,305.5799865722656,300.75,304.75,303.5126647949219,1906100
2020-07-02,306.0,308.9200134277344,304.6000061035156,305.739990234375,304.4986267089844,2540500
2020-07-06,307.5299987792969,311.55999755859375,307.239990234375,311.489990234375,310.22528076171875,2332400
2020-07-07,310.0199890136719,318.04998779296875,309.7200012207031,316.2300109863281,314.946044921875,3346600
2020-07-08,317.1400146484375,318.04998779296875,314.010009765625,316.32000732421875,315.0356750488281,2364500
2020-07-09,320.0,328.9800109863281,319.67999267578125,325.5400085449219,324.21826171875,5313600
2020-07-10,326.0,327.3999938964844,323.1099853515625,326.2300109863281,324.90545654296875,2484100
2020-07-13,326.29998779296875,329.1099853515625,321.5,322.9200134277344,321.6089172363281,2583200
2020-07-14,321.32000732421875,328.6600036621094,320.45001220703125,328.0,326.6682434082031,1844800
2020-07-15,328.1000061035156,329.32000732421875,325.6199951171875,326.70001220703125,325.37353515625,1770700
2020-07-16,326.6199951171875,327.8999938964844,324.05999755859375,326.2699890136719,324.94525146484375,1402000
2020-07-17,327.29998779296875,327.79998779296875,324.5799865722656,324.7900085449219,323.4712829589844,1768100
2020-07-20,324.8900146484375,327.44000244140625,322.6600036621094,326.510009765625,325.184326171875,1863300
2020-07-21,327.0,331.489990234375,326.5,327.739990234375,326.4093017578125,1874200
2020-07-22,329.6499938964844,329.6600036621094,325.010009765625,328.29998779296875,326.9670104980469,1312600
2020-07-23,328.1000061035156,330.3800048828125,325.3299865722656,326.1099853515625,324.7859191894531,1561700
2020-07-24,326.2200012207031,328.75,324.6700134277344,325.7799987792969,324.457275390625,1423400
2020-07-27,325.67999267578125,329.0,325.17999267578125,327.6000061035156,326.2698669433594,2083300
2020-07-28,327.9700012207031,330.0,325.82000732421875,327.57000732421875,326.239990234375,1374000
2020-07-29,327.0199890136719,328.0400085449219,325.3900146484375,326.1400146484375,324.8158264160156,1341300
2020-07-30,322.69000244140625,326.45001220703125,322.0,324.82000732421875,324.1969909667969,1390300
2020-07-31,324.82000732421875,326.30999755859375,322.54998779296875,325.5299987792969,324.9056396484375,2150800
2020-08-03,325.54998779296875,329.8900146484375,324.29998779296875,329.32000732421875,328.6883544921875,2480200
